Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media
IVAI;11/08/1966;1200;0;;8.5;;;;;
IVAI;12/08/1966;0;;26.8;;;;16.54;74.5;2.666.667
IVAI;12/08/1966;1200;0;;9.1;;;;;
IVAI;13/08/1966;0;;29.3;;;;20.62;67.75;3.333.333
IVAI;13/08/1966;1200;0;;12.4;;;;;
IVAI;14/08/1966;0;;24.2;;;;16.36;86.25;4
IVAI;14/08/1966;1200;0;;12.7;;;;;
IVAI;15/08/1966;0;;15.4;;;;9.3;90.75;4.333.333
IVAI;15/08/1966;1200;6.6;;5.5;;;;;
IVAI;16/08/1966;0;;15.4;;;;9.32;84.5;4.333.333
IVAI;16/08/1966;1200;0;;5.5;;;;;
IVAI;17/08/1966;0;;18.6;;;;10.72;84.5;5
IVAI;17/08/1966;1200;0;;3.2;;;;;
IVAI;18/08/1966;0;;25.6;;;;15.52;76.25;4.666.667
IVAI;18/08/1966;1200;0;;5.9;;;;;
IVAI;19/08/1966;0;;28.4;;;;17.8;77.5;3.333.333
IVAI;19/08/1966;1200;0;;9.2;;;;;
IVAI;20/08/1966;0;;28.8;;;;19.82;74.5;3.333.333
IVAI;20/08/1966;1200;0;;13.2;;;;;
IVAI;21/08/1966;0;;25.1;;;;18.48;81;2.333.333
IVAI;21/08/1966;1200;0;;13.8;;;;;
IVAI;22/08/1966;0;;28.7;;;;19.78;62;3
IVAI;22/08/1966;1200;0;;11.4;;;;;
IVAI;23/08/1966;0;;23.2;;;;15.9;87.25;5
IVAI;23/08/1966;1200;5.2;;13.2;;;;;
IVAI;24/08/1966;0;;20.4;;;;12.32;90;5.666.667
IVAI;24/08/1966;1200;25;;8.9;;;;;
IVAI;25/08/1966;0;;17;;;;10.44;66.5;5.666.667
IVAI;25/08/1966;1200;5.2;;5;;;;;
IVAI;26/08/1966;0;;19;;;;11.2;74.25;7
IVAI;26/08/1966;1200;0;;1.9;;;;;
IVAI;27/08/1966;0;;24.1;;;;15.34;76.25;5
IVAI;27/08/1966;1200;0;;8.1;;;;;
IVAI;28/08/1966;0;;25.7;;;;16.6;74.5;3
IVAI;28/08/1966;1200;0;;6.9;;;;;
IVAI;29/08/1966;0;;20.9;;;;15.68;84;3
IVAI;29/08/1966;1200;13;;12.9;;;;;
IVAI;30/08/1966;0;;23;;;;15.56;87;3.333.333
IVAI;30/08/1966;1200;0;;9.7;;;;;
IVAI;31/08/1966;0;;17.6;;;;14.84;95.5;4.333.333
IVAI;31/08/1966;1200;21.6;;11.2;;;;;
IVAI;01/09/1966;0;;18.4;;;;16.18;95.5;2.333.333
IVAI;01/09/1966;1200;39.8;;13.4;;;;;
IVAI;02/09/1966;0;;17.3;;;;11.68;95.75;4.333.333
IVAI;02/09/1966;1200;5;;8.3;;;;;
IVAI;03/09/1966;0;;12.5;;;;10.78;96.75;3
IVAI;03/09/1966;1200;8.6;;7.8;;;;;
IVAI;04/09/1966;0;;19.3;;;;14.98;83.5;5
